month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2024-04-01,A DIVISION,2,peak,3621922.4,1.647781788,0.422825263,5968137.768,1531440.292,494250.6,13.6460847,86.3539153
2024-04-01,A DIVISION,3,offpeak,2368340,1.258782609,0.541002645,2981225.205,1281278.204,331737.1,14.0071569,85.9928431
2024-04-01,A DIVISION,3,peak,2736198.2,1.617734967,0.514140229,4426443.505,1406789.569,334268.1,12.2165163,87.7834837
2024-04-01,A DIVISION,4,offpeak,4225164.9,1.010131675,0.443362192,4267972.896,1873278.373,569347.4,13.4751522,86.5248478
2024-04-01,A DIVISION,4,peak,4307077.9,0.874246756,0.371474202,3765448.88,1599968.328,482636.5,11.2056599,88.7943401
2024-04-01,A DIVISION,5,offpeak,2770411.2,1.166510012,0.56326364,3231712.403,1560471.898,399975.2,14.4373947,85.5626053
2024-04-01,A DIVISION,5,peak,3566468.2,0.88304492,0.271534351,3149351.627,968418.6293,399482.3,11.2010616,88.7989384
2024-04-01,A DIVISION,6,offpeak,5763105.3,1.117829697,0.612721552,6442170.249,3531178.826,653649.2,11.3419618,88.6580382
2024-04-01,A DIVISION,6,peak,6121125.9,1.159833297,0.703076152,7099485.631,4303617.645,749164.9,12.2390049,87.7609951
2024-04-01,A DIVISION,7,offpeak,4024156.7,1.109397859,0.735471033,4464390.828,2959650.685,547605.3,13.6079517,86.3920483
2024-04-01,A DIVISION,7,peak,4391725.8,1.160038048,0.650195349,5094569.026,2855479.688,457925,10.4269943,89.5730057
