month,division,line,period,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins,over_five_mins_perc,customer journey time performance
2015-06-01,A DIVISION,S 42nd,offpeak,1205996.4,0.36737093,0.142327905,443048.0192,171646.9413,15934.8,1.3212975,98.6787025
2015-06-01,A DIVISION,S 42nd,peak,1727569.6,0.94702129,0.187110802,1636045.191,323246.9332,72311.4,4.1857301,95.8142699
2015-06-01,Systemwide,Systemwide,Systemwide,79622655.1,0.992108396,1.335055645,78994304.62,106300675.1,12508029.6,15.709134,84.290866
2015-07-01,A DIVISION,1,offpeak,7514881.8,1.150411821,0.950726627,8645208.858,7144598.225,968772.9,12.8913924,87.1086076
2015-07-01,A DIVISION,1,peak,6894909.9,1.133544198,0.933042238,7815685.113,6433242.163,821340.9,11.9122789,88.0877211
2015-07-01,A DIVISION,2,offpeak,5617254.8,1.322477185,1.787855802,7428691.316,10042841.59,1353265.6,24.0912269,75.9087731
2015-07-01,A DIVISION,2,peak,5368296,1.04321167,1.381192487,5600269.036,7414650.102,902761.3,16.8165336,83.1834664
2015-07-01,A DIVISION,3,peak,4089201.1,0.778999478,1.127355371,3185485.521,4609982.824,486901.7,11.9070128,88.0929872
2015-07-01,A DIVISION,3,offpeak,4428842,0.76981086,1.076223838,3409370.669,4766425.336,540073.4,12.1944608,87.8055392
2015-07-01,A DIVISION,4,peak,6469818.8,0.92417546,2.158388922,5979247.763,13964385.23,1445350.2,22.3398869,77.6601131
2015-07-01,A DIVISION,4,offpeak,6651994.1,0.960619391,1.532375607,6390034.519,10193353.5,1224109.3,18.4021405,81.5978595
2015-07-01,A DIVISION,5,peak,4996983.2,1.135254459,2.438717112,5672847.46,12186228.44,1247270.6,24.9604722,75.0395278
2015-07-01,A DIVISION,5,offpeak,4625675.3,1.196877894,2.020470255,5536368.512,9346039.353,1061157.6,22.9405985,77.0594015
2015-07-01,A DIVISION,6,offpeak,8856600.1,1.127259356,0.981124784,9983685.326,8689429.864,1330440.7,15.0220252,84.9779748
2015-07-01,A DIVISION,6,peak,8657513.8,1.055311992,1.289479508,9136378.132,11163686.64,1295437.5,14.9631584,85.0368416
2015-07-01,A DIVISION,7,offpeak,5302015.4,0.737144659,0.973135429,3908352.336,5159579.03,715199.7,13.4892045,86.5107955
2015-07-01,A DIVISION,7,peak,5257843.7,1.032501985,1.74444114,5428734.056,9171998.856,879296.6,16.7235211,83.2764789
2015-07-01,A DIVISION,S 42nd,peak,1910046.6,0.510052582,0.16472332,974224.1998,314629.217,25396.3,1.3296168,98.6703832
2015-07-01,A DIVISION,S 42nd,offpeak,1564574,0.541676072,0.156979914,847492.2985,245606.6925,39187,2.5046434,97.4953566
2015-07-01,Systemwide,Systemwide,Systemwide,88206450.6,1.019676843,1.370043531,89942075.12,120846677.1,14335961.3,16.2527357,83.7472643
2015-08-01,A DIVISION,1,peak,6565112.9,1.409198561,0.861562924,9251547.649,5656257.865,786496.4,11.9799372,88.0200628
2015-08-01,A DIVISION,1,offpeak,6293572.6,0.854374295,0.661176515,5377066.655,4161162.396,566120.1,8.9952104,91.0047896
2015-08-01,A DIVISION,2,peak,5294537,1.095018194,1.379662501,5797614.345,7304674.159,943237.7,17.8153009,82.1846991
2015-08-01,A DIVISION,2,offpeak,4916416.5,1.191374839,1.555160429,5857294.917,7645816.393,1069170.7,21.7469513,78.2530487
2015-08-01,A DIVISION,3,offpeak,3766958,0.838276339,0.982206781,3157751.762,3699931.69,454466.2,12.0645412,87.9354588
2015-08-01,A DIVISION,3,peak,4070107.3,0.867308289,1.224185545,3530037.799,4982566.524,559251.1,13.740451,86.259549
2015-08-01,A DIVISION,4,offpeak,5796649.5,0.971865396,1.51491934,5633563.062,8781456.437,1054097.3,18.1845961,81.8154039
2015-08-01,A DIVISION,4,peak,6258545.3,1.402264264,2.45364907,8776134.417,15356273.86,1524430.6,24.3575867,75.6424133
2015-08-01,A DIVISION,5,offpeak,4148952.7,1.255316013,1.987827706,5208246.761,8247403.127,959868.9,23.1352095,76.8647905
2015-08-01,A DIVISION,5,peak,5028336.5,1.649448277,2.781425332,8293980.977,13985942.52,1420657.9,28.2530395,71.7469605
2015-08-01,A DIVISION,6,offpeak,7611891.4,1.200839284,0.941153339,9140658.218,7163957.008,1161383.2,15.2574852,84.7425148
2015-08-01,A DIVISION,6,peak,8262230.2,1.167081882,1.28597494,9642699.173,10625020.99,1358581.1,16.4432734,83.5567266
2015-08-01,A DIVISION,7,offpeak,4712881,0.82553808,0.965741162,3890662.73,4551423.175,634809.8,13.469676,86.530324
2015-08-01,A DIVISION,7,peak,5038485.8,0.735806185,1.176983333,3707349.016,5930213.808,626808.1,12.4404062,87.5595938
2015-08-01,A DIVISION,S 42nd,peak,1960289.1,0.561617324,0.149872748,1100932.319,293793.9147,27620.8,1.4090167,98.5909833
2015-08-01,A DIVISION,S 42nd,offpeak,1393196.7,0.520518897,0.129449536,725185.2097,180348.6658,38229.2,2.7439916,97.2560084
2015-08-01,Systemwide,Systemwide,Systemwide,81118162.5,1.098283322,1.33837157,89090725.01,108566242.5,13185229.1,16.2543488,83.7456512
2015-09-01,A DIVISION,1,peak,5919837.1,0.851672562,0.812778086,5041762.831,4811513.867,552627.9,9.3351876,90.6648124
2015-09-01,A DIVISION,1,offpeak,5731789.1,0.876695682,0.750685509,5025034.752,4302771.018,591462.4,10.318984,89.681016
2015-09-01,A DIVISION,2,offpeak,4512668.7,1.298547632,1.586041009,5859915.256,7157277.619,981046.9,21.7398388,78.2601612
2015-09-01,A DIVISION,2,peak,4762371.5,1.034614328,1.217835788,4927217.79,5799786.448,764899.7,16.0613194,83.9386806
2015-09-01,A DIVISION,3,offpeak,3506544.3,0.780887558,1.007683681,2738216.816,3533487.468,421962.2,12.0335625,87.9664375
2015-09-01,A DIVISION,3,peak,3651318,0.736582764,0.957857102,2689497.906,3497440.877,374925.9,10.2682346,89.7317654
2015-09-01,A DIVISION,4,offpeak,5723234.9,1.08163119,1.658806241,6190429.374,9493737.773,1076823.4,18.8149433,81.1850567
2015-09-01,A DIVISION,4,peak,5932928.9,1.249119279,2.280055221,7410935.869,13527405.51,1372577.6,23.1349073,76.8650927
2015-09-01,A DIVISION,5,peak,4673290.8,1.093326147,2.504309693,5109431.024,11703367.45,1178933.9,25.2270606,74.7729394
2015-09-01,A DIVISION,5,offpeak,3895528.9,1.24468049,1.998809324,4848688.822,7786419.489,894638.5,22.9657775,77.0342225
2015-09-01,A DIVISION,6,offpeak,7392229.8,1.142186113,1.005941497,8443302.223,7436150.71,1157823.2,15.6627057,84.3372943
2015-09-01,A DIVISION,6,peak,8016019.5,1.068232713,1.358068769,8562974.257,10886305.74,1277502.7,15.9368712,84.0631288
2015-09-01,A DIVISION,7,offpeak,4366900,1.218224972,1.247132254,5319866.63,5446101.839,684896.9,15.6838238,84.3161762
2015-09-01,A DIVISION,7,peak,4703252.7,0.97091014,1.644251581,4566435.738,7733330.69,834953.6,17.7526842,82.2473158
